acc,accuracy,average_response_time,avg_rt,background,bidi,block,block_picker,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_keyboard_response,correct_response,count_backward_mask,count_block_1,count_block_2,count_block_3,count_correct,count_counter_balance,count_experiment,count_fix,count_forward_mask,count_incorrect,count_instructions_1,count_instructions_2,count_instructions_3,count_instructions_4,count_keyboard_response,count_logger,count_osweb,count_practice_loop,count_prime,count_target,count_trials,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,num_letters,opensesame_codename,opensesame_version,penwidth,prime,queryParams_batchId,queryParams_generalMultiple,repeat_cycle,response,response_instructions_1,response_instructions_2,response_instructions_3,response_instructions_4,response_keyboard_response,response_time,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,response_time_instructions_4,response_time_keyboard_response,round_decimals,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,system_os,target,time_backward_mask,time_block_1,time_block_2,time_block_3,time_correct,time_counter_balance,time_fix,time_forward_mask,time_incorrect,time_instructions_1,time_instructions_2,time_instructions_3,time_instructions_4,time_keyboard_response,time_logger,time_practice_loop,time_prime,time_target,title,total_correct,total_response_time,total_responses,type,uniform_coordinates,width
96,96,612,612,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,79,0,0,0,79,0,0,79,79,79,0,0,0,0,79,79,0,0,79,79,79,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,4,osweb,1.4.11,1,ronc,262,,0,f,enter,enter,enter,f,f,576,1094,570,404,888,576,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,corn,159030,51,51,51,157748,44,158280,158947,148246,51,1159,1741,14513,159080,159661,51,158997,159080,ExPsyLing2022_Class1,77,48942,80,fruit_veg,yes,1024
95,95,611,611,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,0,0,a,80,0,0,0,80,0,0,80,80,80,0,0,0,0,80,80,0,0,80,80,80,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,chicken,262,,0,f,enter,enter,enter,f,f,525,1094,570,404,888,525,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,chicken,160947,51,51,51,159664,44,160196,160864,148246,51,1159,1741,14513,160996,161528,51,160913,160996,ExPsyLing2022_Class1,77,49467,81,animal,yes,1024
95,95,614,614,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,81,0,0,0,81,0,0,81,81,81,0,0,0,0,81,81,0,0,81,81,81,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,5,osweb,1.4.11,1,alemc,262,,0,a,enter,enter,enter,f,a,844,1094,570,404,888,844,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,camel,162813,51,51,51,159664,44,162066,162731,161531,51,1159,1741,14513,162863,163710,51,162780,162863,ExPsyLing2022_Class1,78,50311,82,animal,yes,1024
95,95,615,615,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,82,0,0,0,82,0,0,82,82,82,0,0,0,0,82,82,0,0,82,82,82,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,8,osweb,1.4.11,1,srommhuo,262,,0,f,enter,enter,enter,f,f,772,1094,570,404,888,772,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,mushroom,164996,51,51,51,163714,44,164246,164915,161531,51,1159,1741,14513,165047,165828,51,164963,165047,ExPsyLing2022_Class1,79,51083,83,fruit_veg,yes,1024
95,95,615,615,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,83,0,0,0,83,0,0,83,83,83,0,0,0,0,83,83,0,0,83,83,83,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,4,osweb,1.4.11,1,loin,262,,0,a,enter,enter,enter,f,a,564,1094,570,404,888,564,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,lion,167113,51,51,51,165831,44,166364,167031,161531,51,1159,1741,14513,167163,167728,51,167080,167163,ExPsyLing2022_Class1,80,51647,84,animal,yes,1024
95,95,614,614,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,84,0,0,0,84,0,0,84,84,84,0,0,0,0,84,84,0,0,84,84,84,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,hamster,262,,0,a,enter,enter,enter,f,a,561,1094,570,404,888,561,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,hamster,169030,51,51,51,167731,44,168263,168932,161531,51,1159,1741,14513,169080,169645,51,168981,169080,ExPsyLing2022_Class1,81,52208,85,animal,yes,1024
95,95,614,614,black,no,block2,2,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,f,85,0,0,0,85,0,0,85,85,85,0,0,0,0,85,85,0,0,85,85,85,25-10-22,25-10-22,21:21:44,Fri Nov 25 2022 21:21:44 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,922,3.6.1,psycho,psycho,7,osweb,1.4.11,1,tleutec,262,,0,f,enter,enter,enter,f,f,633,1094,570,404,888,633,2,psycho,817,1440,24,900,24,0,25,1440,1669407767481,1024,2,48000,-16,experiment,0,even,MacIntel,lettuce,170930,51,51,51,169648,44,170179,170848,161531,51,1159,1741,14513,170979,171628,51,170897,170979,ExPsyLing2022_Class1,82,52841,86,fruit_veg,yes,1024
100,100,1309,1309,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,262,,0,f,enter,enter,enter,,f,1309,21582,4690,2353,,1309,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,apple,29475,49,49,49,,42,28730,29391,,49,21643,26344,,29525,30839,49,29441,29525,ExPsyLing2022_Class1,1,1309,1,fruit_veg,yes,1024
100,100,1293,1293,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,a,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,4,osweb,1.4.11,1,#####,262,,0,a,enter,enter,enter,,a,1276,21582,4690,2353,,1276,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,wolf,32126,49,49,49,30847,42,31383,32043,,49,21643,26344,,32175,33456,49,32091,32175,ExPsyLing2022_Class1,2,2585,2,animal,yes,1024
100,100,1074,1074,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,f,2,0,0,0,2,0,0,2,2,2,0,0,0,0,2,2,0,0,2,2,2,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,262,,0,f,enter,enter,enter,,f,636,21582,4690,2353,,636,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,melon,34759,49,49,49,33461,42,33998,34660,,49,21643,26344,,34809,35456,49,34709,34809,ExPsyLing2022_Class1,3,3221,3,fruit_veg,yes,1024
75,75,956,956,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,0,0,a,3,0,0,0,3,0,0,3,3,3,0,0,0,0,3,3,0,0,3,3,3,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,5,osweb,1.4.11,1,#####,262,,0,f,enter,enter,enter,,f,604,21582,4690,2353,,604,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,hound,36759,49,49,49,35460,42,35996,36661,,49,21643,26344,,36809,37423,49,36709,36809,ExPsyLing2022_Class1,3,3825,4,animal,yes,1024
80,80,909,909,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,f,4,0,0,0,4,0,0,4,4,4,0,0,0,0,4,4,0,0,4,4,4,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,6,osweb,1.4.11,1,#####,262,,0,f,enter,enter,enter,,f,721,21582,4690,2353,,721,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,tomato,38725,49,49,49,35460,42,37963,38627,37427,49,21643,26344,,38777,39506,49,38676,38776,ExPsyLing2022_Class1,4,4546,5,fruit_veg,yes,1024
83,83,844,844,black,no,practice,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,practice,uniform,1,1,a,5,0,0,0,5,0,0,5,5,5,0,0,0,0,5,5,0,0,5,5,5,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,6,osweb,1.4.11,1,#####,262,,0,a,enter,enter,enter,,a,517,21582,4690,2353,,517,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,spider,40808,49,49,49,39509,42,40045,40710,37427,49,21643,26344,,40858,41390,49,40759,40858,ExPsyLing2022_Class1,5,5063,6,animal,yes,1024
86,86,801,801,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,6,0,0,0,6,0,0,6,6,6,0,0,0,0,6,6,0,0,6,6,6,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,4,osweb,1.4.11,1,paer,262,,0,f,enter,enter,enter,f,f,545,21582,4690,2353,3804,545,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,pear,46492,49,49,49,41394,42,45747,46410,37427,49,21643,26344,41912,46542,47090,49,46459,46542,ExPsyLing2022_Class1,6,5608,7,fruit_veg,yes,1024
88,88,757,757,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,7,0,0,0,7,0,0,7,7,7,0,0,0,0,7,7,0,0,7,7,7,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,7,osweb,1.4.11,1,buffalo,262,,0,a,enter,enter,enter,f,a,445,21582,4690,2353,3804,445,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,buffalo,48393,49,49,49,47093,42,47629,48293,37427,49,21643,26344,41912,48442,48890,49,48342,48442,ExPsyLing2022_Class1,7,6053,8,animal,yes,1024
89,89,724,724,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,8,0,0,0,8,0,0,8,8,8,0,0,0,0,8,8,0,0,8,8,8,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,4,osweb,1.4.11,1,lmab,262,,0,a,enter,enter,enter,f,a,459,21582,4690,2353,3804,459,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,lamb,50192,49,49,49,48894,42,49428,50093,37427,49,21643,26344,41912,50242,50706,49,50143,50242,ExPsyLing2022_Class1,8,6512,9,animal,yes,1024
90,90,695,695,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,9,0,0,0,9,0,0,9,9,9,0,0,0,0,9,9,0,0,9,9,9,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,6,osweb,1.4.11,1,tlurte,262,,0,a,enter,enter,enter,f,a,436,21582,4690,2353,3804,436,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,turtle,52009,49,49,49,50710,42,51244,51911,37427,49,21643,26344,41912,52059,52507,49,51959,52059,ExPsyLing2022_Class1,9,6948,10,animal,yes,1024
91,91,684,684,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,10,0,0,0,10,0,0,10,10,10,0,0,0,0,10,10,0,0,10,10,10,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,5,osweb,1.4.11,1,noibs,262,,0,a,enter,enter,enter,f,a,575,21582,4690,2353,3804,575,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,bison,53809,49,49,49,52511,42,53046,53710,37427,49,21643,26344,41912,53859,54440,49,53760,53859,ExPsyLing2022_Class1,10,7523,11,animal,yes,1024
92,92,683,683,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,1,1,a,11,0,0,0,11,0,0,11,11,11,0,0,0,0,11,11,0,0,11,11,11,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,6,osweb,1.4.11,1,uswlra,262,,0,a,enter,enter,enter,f,a,670,21582,4690,2353,3804,670,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,walrus,55742,49,49,49,54444,42,54978,55644,37427,49,21643,26344,41912,55793,56473,49,55693,55793,ExPsyLing2022_Class1,11,8193,12,animal,yes,1024
85,85,676,676,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,fully-scrambled,uniform,0,0,a,12,0,0,0,12,0,0,12,12,12,0,0,0,0,12,12,0,0,12,12,12,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,8,osweb,1.4.11,1,lnafomg,262,,0,f,enter,enter,enter,f,f,598,21582,4690,2353,3804,598,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,flamingo,57759,49,49,49,56478,42,57013,57676,37427,49,21643,26344,41912,57809,58423,49,57726,57809,ExPsyLing2022_Class1,11,8791,13,animal,yes,1024
86,86,675,675,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,13,0,0,0,13,0,0,13,13,13,0,0,0,0,13,13,0,0,13,13,13,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,5,osweb,1.4.11,1,pdana,262,,0,a,enter,enter,enter,f,a,660,21582,4690,2353,3804,660,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,panda,59709,49,49,49,56478,42,58961,59627,58427,49,21643,26344,41912,59759,60423,49,59675,59759,ExPsyLing2022_Class1,12,9451,14,animal,yes,1024
87,87,676,676,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,14,0,0,0,14,0,0,14,14,14,0,0,0,0,14,14,0,0,14,14,14,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,7,osweb,1.4.11,1,gorilla,262,,0,a,enter,enter,enter,f,a,695,21582,4690,2353,3804,695,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,gorilla,61709,49,49,49,60426,42,60962,61627,58427,49,21643,26344,41912,61759,62457,49,61676,61759,ExPsyLing2022_Class1,13,10146,15,animal,yes,1024
88,88,669,669,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,f,15,0,0,0,15,0,0,15,15,15,0,0,0,0,15,15,0,0,15,15,15,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,8,osweb,1.4.11,1,slcaolin,262,,0,f,enter,enter,enter,f,f,557,21582,4690,2353,3804,557,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,scallion,63759,49,49,49,62459,42,62995,63660,58427,49,21643,26344,41912,63809,64373,49,63709,63809,ExPsyLing2022_Class1,14,10703,16,fruit_veg,yes,1024
88,88,663,663,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,identical,uniform,1,1,a,16,0,0,0,16,0,0,16,16,16,0,0,0,0,16,16,0,0,16,16,16,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,6,osweb,1.4.11,1,rabbit,262,,0,a,enter,enter,enter,f,a,574,21582,4690,2353,3804,574,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,rabbit,65675,49,49,49,64376,42,64912,65578,58427,49,21643,26344,41912,65726,66307,49,65627,65726,ExPsyLing2022_Class1,15,11277,17,animal,yes,1024
89,89,679,679,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,17,0,0,0,17,0,0,17,17,17,0,0,0,0,17,17,0,0,17,17,17,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,4,osweb,1.4.11,1,pmua,262,,0,a,enter,enter,enter,f,a,941,21582,4690,2353,3804,941,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,puma,67609,49,49,49,66310,42,66844,67511,58427,49,21643,26344,41912,67659,68607,49,67560,67659,ExPsyLing2022_Class1,16,12218,18,animal,yes,1024
89,89,678,678,black,no,block1,1,Mozilla,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",psycho,psycho,psycho,0,semi-scrambled,uniform,1,1,a,18,0,0,0,18,0,0,18,18,18,0,0,0,0,18,18,0,0,18,18,18,25-10-22,25-10-22,21:17:36,Fri Nov 25 2022 21:17:36 GMT+0100 (Centraleuropæisk normaltid),The main experiment item,yes,0,0,/Users/ethan/Documents/GitHub/OpenSesame/Class1,0,0,0,no,mono,no,18,no,white,no,no,768,921,3.6.1,psycho,psycho,4,osweb,1.4.11,1,claf,262,,0,a,enter,enter,enter,f,a,663,21582,4690,2353,3804,663,2,psycho,817,1440,24,900,24,0,25,1440,1669407488808,1024,2,48000,-16,experiment,1,odd,MacIntel,calf,69910,49,49,49,68611,42,69145,69811,58427,49,21643,26344,41912,69959,70624,49,69860,69959,ExPsyLing2022_Class1,17,12881,19,animal,yes,1024
